PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.5529079568338457,0.18843100661447906,-2.521512497760603,0.15210847079068823,-1.1641556706986935,0.6648939934298014,-0.02827841437404777,-0.5548751660249583,-0.14169511395768117,0.4105118428604125
-1.1900917264031186,0.698144088673415,-2.6837941339803377,-0.43201873217471354,-1.6854220566345914,0.42290021107787945,-0.33174115308787383,0.6351582885092543,-0.46861040154026795,-0.7865674309828367
-2.9274851978033056,1.7493201673319165,-2.6007877163551814,-0.3980568699540597,-1.7255081629615732,-0.15483161594248412,0.2421792329633613,0.7218034669771463,0.20118494285603963,-0.8342034559727756
-4.620433665087294,2.0121121906502353,0.45538216478592025,1.784350993041214,1.1130633197422828,0.31406359400689104,-0.42009365654647973,-0.09589573813493457,0.7740020747478105,-0.08782873360752087
-4.023919448577194,0.3124587052111015,1.1473903416225373,1.4870979863558607,1.0273322372229878,-0.6548639161324405,-0.4955580883947004,-0.4081390933567511,0.35114805677778216,-0.8700259125429445
-3.4076890135243545,-1.1158316799374248,2.1284765572417004,0.4841460891566217,0.6240348759129912,-0.17979643785465307,-0.7909492945114103,-0.8062655339558646,-1.0040530875577816,-0.7423127452503322
-2.6847949636456305,-2.7241527229238933,1.9445244737909226,-1.2214474949611274,-0.8535277618707111,0.5060437456670508,-0.17043060873046129,-0.592137582068352,0.5365891692764398,-0.7320281554257736
-2.5208847055334376,-3.054675484117977,1.615390028998821,-1.3222895913834793,-0.6990813935092139,0.9069780610757396,-0.110753069046004,-0.5345689477815513,0.5063524148544603,-0.36481590770835365
-1.1503115214019475,-3.9922927744076753,-2.039922715439021,0.2752219619078267,1.7380947599493513,0.47325796864927705,-0.4403136291456238,-0.31001474952530994,0.3098923241636183,-0.4729076485440919
-1.1497877903952614,-3.843427083629487,-2.740521519957094,0.4816091442349329,1.9794878276746808,0.36548884239211393,-0.21077636112468506,-0.18344642674037298,0.51392060338011,-0.22583352540213456
-1.847355864166491,-2.9055231842047786,-2.822698571998499,0.06841988123412167,1.4604137992260295,0.5072392332768437,0.03177741919513427,-0.20457317538900394,4.883473016731159e-05,0.313798820516811
-3.2124224576965847,-1.286549285648746,-2.1052290530153592,-1.4465042709072193,-0.41750519917697215,0.6424887485775181,0.66501000754975,-0.4585242704641658,-0.7653228499640433,1.1882263976906746
-3.8620660342465842,-0.47004151954750134,-2.2402791318609934,-1.2681223044595773,-0.7430448334297487,-0.02241355419578947,0.8484841083065986,-0.3685903558481428,-0.47531499229703966,0.7660961374961935
-4.613417192334482,0.7952162658769031,-2.680572593658116,-0.611059221366238,-0.7093061466099165,-0.6296754855272327,1.2056700782991305,0.03963825001410093,0.6529750967253746,0.5077381272491954
-5.805775270937203,1.8370791897846783,0.6435564371373479,1.368608599661464,1.252448757889472,0.45648984003413595,0.05118248414782083,0.18110870998802597,0.2624828080180326,1.068603999586414
